country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sao Tome and Principe,1816,1758,1732,1705,1716,1695,1721,1695,1684,1739,1738,1892,1906,2022,2049,2154,2389,2419,2468,2457,2567,2621,2590,2736,2883,2880,2962,3002,3024
Saudi Arabia,44193,48313,48353,46788,45253,44744,44303,43906,44726,42345,43348,41866,39509,42567,44734,45970,46044,45861,47603,45276,45958,49173,50283,50244,50755,51509,51099,49371,49338
Senegal,2262,2250,2233,2177,2117,2177,2194,2205,2289,2365,2381,2438,2388,2495,2582,2660,2663,2722,2764,2725,2749,2696,2754,2752,2846,2933,3018,3139,3256
Serbia,12309,10777,7666,6802,6932,7309,7509,8107,8304,7298,7938,8353,8914,9307,10151,10714,11784,12506,13173,13006,13083,13453,13282,13634,13488,13677,14078,14280,15218
Seychelles,13709,14000,15048,15627,15326,14514,15143,16896,17728,17609,17504,17513,15963,15810,16601,18002,19281,19508,18353,18468,19226,20991,21340,22225,22638,23355,23671,24431,25077
Sierra Leone,1114,1171,915,987,903,893,931,885,862,843,880,800,970,1017,1035,1040,1053,1184,1251,1275,1222,1238,1460,1661,1673,1309,1228,1360,1381
Singapore,34576,35663,37500,39878,43910,45938,46719,50261,47286,49422,52046,50091,50856,53580,55941,58890,64304,67296,64409,61565,72280,73422,74094,75742,79236,77686,78759,81500,83793
Slovak Republic,14628,12404,11544,11664,12358,13245,14149,14876,15443,15298,15513,16150,16813,16874,17965,19433,21030,23310,24896,23801,24585,24896,25716,26328,26939,27693,28706,29544,30672
Slovenia,83449,48846,16414,13956,13684,18515,19133,20076,20759,21853,22656,23325,23999,24618,25587,26695,28026,29483,30313,27963,28291,28411,27545,27253,28149,28128,29114,30777,32143
Solomon Islands,1291,1396,1452,1335,1422,1482,1420,2241,2214,2151,1818,1637,1531,1593,1650,1687,1772,1711,1630,1300,1364,1489,1840,1961,1967,2033,1986,1970,2027
South Africa,9588,9349,8951,8855,8951,9023,9210,9286,9167,9244,9498,9556,9842,9985,10388,10798,11257,11545,11777,11535,11723,11868,11923,12038,12063,12052,11908,11864,11756
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2399,2403,2421,2381,2234,2372,2310,2096,1686,1518,1455
Spain,23594,24144,24217,23975,23991,24982,25463,26307,27308,28422,29853,30624,31044,31554,31961,32422,33110,33494,33248,32044,32045,31512,30888,30516,31088,32265,33379,34226,35041
Sri Lanka,3587,3704,3845,4076,4239,4408,4540,4815,4993,5168,5441,5323,5505,5816,6077,6391,6820,7250,7537,7835,8409,9064,9804,9996,10399,10789,11124,11378,11611
Sudan,1614,1576,1689,1769,1781,1855,1967,2139,2164,2147,2178,2233,2325,2404,2412,2549,2757,2967,3118,3130,3128,3494,3758,2685,3772,3904,3994,4092,3962
Suriname,10377,10448,10322,9321,9562,9463,9380,9585,9713,9311,9305,8804,9847,10356,11058,11656,12219,12952,13423,13608,13793,13912,14435,14896,14955,14448,12792,11607,11933
Sweden,30334,29502,28487,27527,29069,30122,30587,31489,33132,35231,36928,37414,38148,39454,40532,41836,44087,45438,45030,41885,44175,44717,44360,44514,45157,46168,46662,47398,47955
Switzerland,49156,48156,47492,47218,47077,47382,47545,49353,50883,51880,54127,53135,52175,53812,54719,57194,58584,56611,53101,55849,59150,56832,57403,57718,57463,58723,58138,57301,59375
Syrian Arab Republic,3432,3589,3975,4075,4426,4608,4815,5027,5111,4814,4664,4764,5039,4997,5246,5379,5562,5725,5754,5964,6086,5752,4567,3538,2830,2658,2551,2633,2725
Tajikistan,4147,3770,2627,2161,1348,1386,1104,1153,1203,1228,1286,1390,1515,1637,1810,1905,1998,2135,2273,2306,2704,2863,3006,3190,3133,3089,3168,3262,3482
Tanzania,1490,1478,1434,1407,1389,1407,1449,1457,1485,1521,1549,1579,1673,1725,1802,1872,1974,2025,2085,2134,2187,2286,2328,2410,2494,2562,2648,2743,2805
Thailand,6562,7023,7452,8039,8592,9180,9530,9117,8244,8608,9004,9155,9564,10114,10647,11008,11576,12176,12297,12164,12921,13211,13797,13840,14101,14466,14966,15548,16129
Timor-Leste,4069,4362,4684,5021,5185,5669,6302,6872,6791,3371,4993,5262,5668,4735,3385,1818,3199,6646,7176,8220,8155,7974,4717,6233,5666,8284,8350,7434,7527
Togo,1302,1262,1189,987,1082,1155,1236,1371,1300,1280,1236,1182,1148,1176,1168,1153,1169,1164,1189,1220,1259,1364,1361,1413,1463,1539,1545,1560,1593
Tonga,3670,3866,3845,3969,4314,4346,4353,4336,4513,4546,4589,4718,4975,5004,4974,4952,4960,4742,4834,4971,5153,5298,5393,5252,5306,5534,5678,5836,5783
Trinidad and Tobago,10058,10247,11224,11239,11416,11937,12534,13789,15046,16186,16923,17870,19364,21889,24267,25126,28240,29676,30565,28806,29737,27546,28402,29770,29142,31160,28854,28786,28497
Tunisia,5462,5505,5784,5707,5810,5891,6182,6487,6739,7073,7309,7533,7573,7889,8303,8438,8829,9248,9486,9740,9977,9661,9991,10126,10419,10484,10531,10564,10677
Turkey,11214,11099,11482,12174,11317,12089,12804,13562,13719,13010,13656,12518,13208,13766,14945,16129,17062,17734,17662,16584,17804,19481,20106,21414,22146,23048,23409,24702,24905
Turkmenistan,8375,7768,6418,6334,5251,4635,4853,4347,4497,5102,5008,5343,5316,5516,5718,6044,6691,7590,8369,8674,9109,10128,11077,12083,13041,14115,15236,15710,16407
Tuvalu,4713,4866,5066,4740,5477,5241,4687,5505,5922,5670,4889,5811,7063,4817,5161,4940,4809,5463,5333,5423,4779,4743,3971,4845,4186,5315,5239,5075,5409
Uganda,758,775,765,814,839,912,968,994,1014,1063,1048,1055,1122,1159,1191,1224,1320,1394,1471,1523,1559,1654,1656,1658,1684,1717,1733,1727,1752
Ukraine,10744,9801,8609,7216,5689,4993,4548,4451,4374,4371,4665,5210,5555,6149,6940,7207,7759,8400,8694,7359,7715,8089,8179,8194,8145,7373,7601,7670,7994
United Arab Emirates,110756,104110,100694,100178,103248,106644,106927,108850,103821,101107,108412,104337,97501,98534,99013,93174,89202,80087,70366,59484,55342,56592,57900,60675,63062,66093,67410,67136,66912
United Kingdom,26485,26133,26228,26800,27864,28410,29072,30283,31365,32056,33278,34209,35116,36116,36670,37682,37882,38325,37721,35907,36534,36966,36707,36825,37627,38116,38421,39216,39507
United States,37154,36597,37350,37867,38858,39449,40470,41718,43049,44612,45974,46032,46379,47343,48752,49980,50795,51457,51048,49292,50297,50813,51533,52092,52982,54039,54443,55351,56140
Uruguay,9499,9892,10656,10876,11553,11336,11907,12923,13417,13177,12864,12344,11493,11044,11576,12638,13231,14070,14919,15455,16521,17382,17192,18306,18632,19036,19196,19400,19435
Uzbekistan,3089,3002,2604,2492,2317,2257,2246,2303,2376,2444,2487,2553,2630,2719,2910,3084,3262,3685,4005,4134,4373,4645,4980,5351,5573,5759,5968,6190,6462
Vanuatu,2619,2339,2269,2402,2304,2421,2358,2402,2675,2670,2690,2624,2360,2388,2413,2441,2639,2692,2955,2888,2846,2820,2700,2835,2840,2680,2751,2799,2808
"Venezuela, RB",14529,15667,15945,15666,14919,15290,14943,15524,15322,14286,14562,14715,12974,11790,13592,15010,16443,18014,18486,17417,16783,16882,17532,17459,17111,15101,12570,10670,9070
Vietnam,1369,1436,1559,1645,1781,1944,2084,2217,2315,2408,2725,2868,3020,3190,3416,3367,3557,3752,3918,3705,4266,4461,4655,4843,5052,5314,5638,5916,6220
"Yemen, Rep.",2382,2423,2258,2237,2112,1796,2364,2760,3447,2579,2748,3431,3366,3375,3386,3141,3279,3703,3575,4490,3688,3876,3365,3351,3296,2668,1966,1508,1433
Zambia,2140,2020,1969,2101,1900,1909,1988,2006,1935,2001,2034,2094,2142,2248,2261,2332,2409,2490,2705,3031,3114,3251,3520,3482,3615,3617,3622,3553,3582
Zimbabwe,2693,2764,2448,2440,2611,2574,2833,2851,2871,2854,2747,2792,2554,2124,1973,1853,1759,1662,1308,1399,1689,1861,2158,2239,2259,2226,2246,2318,2661
